Id,SalePrice
1633,174755.56455866506
1634,164382.17958354607
1635,122794.35860198365
1636,107250.06005349176
1637,135831.5579100772
1638,214728.16909643757
1639,116717.79785206042
1640,146829.60791471924
1641,299504.4732434425
1642,211066.5377208076
1643,107299.44884858755
1644,299076.7249170894
1645,117041.77848001734
1646,168897.39958445186
1647,94366.44177891246
1648,199240.13909801302
1649,199784.87521171104
1650,139342.85640182075
1651,143873.28140674543
1652,154373.23700266125
1653,217104.0843161438
1654,129882.07328579722
1655,117302.78371873223
1656,144004.2416764382
1657,91119.10093783385
1658,132323.49586529235
1659,170727.95733923034
1660,128770.33631695561
1661,137699.69237359
1662,204381.497148315
1663,109611.12587076881
1664,121547.36316754116
1665,135152.94967493805
1666,161881.70059232635
1667,149509.71630193412
1668,320491.4419242534
1669,247872.32513663304
1670,70026.25209949494
1671,154148.49688607056
1672,266785.94759260083
1673,89701.25235910475
1674,106337.46302123195
1675,359728.5111150109
1676,206756.42183009651
1677,192926.24424671606
1678,259603.69954929026
1679,246645.98202889477
1680,86942.69337084268
1681,214453.66951507432
1682,150227.08120054659
1683,129517.16010591119
1684,119612.6231019573
1685,193802.4484623781
1686,261999.10229980454
1687,241586.94469169958
1688,202063.39501733214
1689,135894.17117178932
1690,169297.33962768345
1691,89438.7997333722
1692,163936.4293556605
1693,104947.63530838354
1694,142870.6509239697
1695,219388.40209805808
1696,124411.04761050461
1697,140954.7092315628
1698,122778.85280168951
1699,95097.32456312964
1700,171053.382353357
1701,113662.9734609951
1702,190168.92385459392
1703,199390.34393463875
1704,213362.57110518828
1705,166111.30179840056
1706,182011.17271269643
1707,214498.34863780366
1708,186626.83159796233
1709,127567.55778552122
1710,205842.60978094337
1711,183339.94475117154
1712,258656.06218015024
1713,100148.71471524314
1714,352923.91325093043
1715,226229.34117199795
1716,232363.14940147114
1717,96506.96026744349
1718,218687.18404221328
1719,376364.58527187526
1720,372611.9435908217
1721,208338.586154355
1722,124985.33523386005
1723,132318.6991909196
1724,94009.01164783881
1725,355468.0227200423
1726,310208.3731292016
1727,335343.31007639825
1728,67974.23343618106
1729,238861.26780228314
1730,251247.71775338595
1731,129809.26898547701
1732,230304.79764434302
1733,138612.3056608172
1734,177134.63901225806
1735,137934.64036872436
1736,232415.74254770944
1737,211338.30441086704
1738,179916.011857512
1739,225472.64622040236
1740,113665.43365451583
1741,130531.7786242098
1742,362534.40849370376
1743,149817.5303681502
1744,142841.51442395797
1745,197335.26127504325
1746,144075.56596328376
1747,114493.71010623898
1748,297243.84049694723
1749,402391.5876533914
1750,157871.8031098502
1751,79244.46817047696
1752,87695.75071990002
1753,304918.07214486727
1754,101961.48243915783
1755,124847.08182966358
1756,288305.7441460978
1757,240614.72372426157
1758,182461.15236118686
1759,152623.46983846303
1760,165870.5867511261
1761,91501.5054228647
1762,123186.46163930868
1763,180259.4401734392
1764,169083.35736953592
1765,157578.9401650502
1766,148387.6887308651
1767,129531.02606765283
1768,186150.40603954485
1769,174936.39081000094
1770,185969.51764545997
1771,108165.97406980506
1772,147713.5146185449
1773,150216.0193970104
1774,119402.68937378984
1775,119727.18870863569
1776,142153.17612678237
1777,296720.9972774237
1778,120559.59653199564
1779,171590.806905184
1780,155529.17117178018
1781,110308.39836494256
1782,271828.59185592923
1783,112483.75323671266
1784,234526.3703867498
1785,144279.53104715588
1786,233631.37591838097
1787,131479.94622331916
1788,351519.01744814176
1789,195946.50137435805
1790,143555.53137234226
1791,123968.58214901292
1792,224193.6023060764
1793,156612.57652812323
1794,181585.0336515089
1795,159040.18446630245
1796,151162.69348062587
1797,138935.661612253
1798,194508.85597433333
1799,152039.0910368195
1800,133241.4538988161
1801,341569.7056071579
1802,159764.39890498284
1803,166476.55641459956
1804,223218.77829052196
1805,162780.188299194
1806,142967.47855710812
1807,113991.16038085821
1808,107856.73867126308
1809,99763.90360883536
1810,134876.98144182755
1811,211378.93675549005
1812,357766.24720162305
1813,120271.0607968403
1814,100241.6028769143
1815,164965.5664083237
1816,392190.5409841706
1817,309429.1229985934
1818,150938.5110449712
1819,282977.53025016683
1820,225790.63854724457
1821,318766.6404556376
1822,183225.73283237385
1823,241279.12384921534
1824,260573.64807907795
1825,102776.68752378422
1826,124483.76891483463
1827,175713.41353902454
1828,114087.20712523095
1829,179625.55407538667
1830,160992.01488808024
1831,429937.9888703942
1832,101916.08648089287
1833,125523.15208443263
1834,141215.9434640031
1835,143669.38893112008
1836,71448.84604015807
1837,192305.65496899813
1838,309648.8067409424
1839,120242.9170809051
1840,251625.67452327098
1841,162372.74100972604
1842,109773.65849861414
1843,127638.30293028883
1844,123537.80202180787
1845,129442.18218583938
1846,87797.0798632702
1847,118009.30989591041
1848,192660.6799962002
1849,234011.62740380364
1850,337804.310640507
1851,113043.07899397683
1852,121788.18686840664
1853,197768.70573435538
1854,82353.76400531235
1855,141713.98562868714
1856,168041.69374476513
1857,186508.99459198944
1858,171492.87753106948
1859,145400.83011748028
1860,176115.14176665843
1861,345224.27590160165
1862,229056.9241728553
1863,159185.69207761495
1864,95358.34887096226
1865,146611.5516278644
1866,274380.1617566267
1867,97900.21629189933
1868,281494.7908619844
1869,241263.56250548226
1870,253747.14593972007
1871,135979.01731739021
1872,124421.66310357291
1873,190451.99989731997
1874,118770.14955089887
1875,131096.58585880886
1876,127847.7788151499
1877,199047.49933769606
1878,94219.8947057256
1879,277808.2326292866
1880,128923.60901702939
1881,261706.36996265256
1882,384432.6088844312
1883,116469.17915867167
1884,151612.80021413352
1885,144405.83074571218
1886,118240.49345942905
1887,302829.3696588817
1888,118930.16550751723
1889,205321.7746596636
1890,133016.6012600339
1891,150730.4782469989
1892,205509.5028776332
1893,147681.70784492354
1894,188884.5057256836
1895,158029.2253575168
1896,341517.0579482782
1897,224825.75758325984
1898,434085.0068254172
